id,title,course_level,department_name
ASIANAM166,Race and Citizenship,Upper Division (100-199),Asian American Studies
ASIANAM200C,Leadership and Social Change in Asian American Communities,Graduate/Professional Only (200+),Asian American Studies
ASIANAM201,Graduate Topics in Asian American Studies,Graduate/Professional Only (200+),Asian American Studies
ASIANAM291,Directed Reading,Graduate/Professional Only (200+),Asian American Studies
BATS280,Biomedical and Translational Science Seminar,Graduate/Professional Only (200+),Biomedical and Translational Science
BIOCHEM202C,Laboratory Seminar Series,Graduate/Professional Only (200+),Biological Chemistry
BIOCHEM225,Epigenetics in Health and Disease,Graduate/Professional Only (200+),Biological Chemistry
ASIANAM110,Asian American Writers,Upper Division (100-199),Asian American Studies
ASIANAM111,Asian American History,Upper Division (100-199),Asian American Studies
ASIANAM132,Comparative Minority Politics,Upper Division (100-199),Asian American Studies
BANA200,Foundations of Business Analytics,Graduate/Professional Only (200+),Business Analytics
BATS296,Ethics in Clinical Research,Graduate/Professional Only (200+),Biomedical and Translational Science
BIOCHEM210A,Medical Biochemistry and Molecular Biology,Graduate/Professional Only (200+),Biological Chemistry
BIOCHEM217,Human Evolution and Behavior,Graduate/Professional Only (200+),Biological Chemistry
ARTHIS296,"Ethics, Law, and Art",Graduate/Professional Only (200+),Art History
ASIANAM114,Asian American Film and Video,Upper Division (100-199),Asian American Studies
ASIANAM199,Independent Study,Upper Division (100-199),Asian American Studies
BANA275,Natural Language Processing and Applications,Graduate/Professional Only (200+),Business Analytics
BANA295,Big Data Management Systems,Graduate/Professional Only (200+),Business Analytics
BANA298A,Business Analytics Capstone Prep,Graduate/Professional Only (200+),Business Analytics
ARTHIS42A,History of Asian Art: Arts of India,Lower Division (1-99),Art History
ARTHIS298,Master's Seminar: Topics in Art History,Graduate/Professional Only (200+),Art History
ASIANAM150,Special Topics in Asian American Studies,Upper Division (100-199),Asian American Studies
ASIANAM151C,Korean American Studies,Upper Division (100-199),Asian American Studies
ASIANAM290,Directed Research,Graduate/Professional Only (200+),Asian American Studies
BATS245A,Comparative Effectiveness Research,Graduate/Professional Only (200+),Biomedical and Translational Science
BATS255,Health Politics and Policy,Graduate/Professional Only (200+),Biomedical and Translational Science
BATS295,Master's Thesis Research and Writing,Graduate/Professional Only (200+),Biomedical and Translational Science
ARTHIS185,Topics in Visual Studies,Upper Division (100-199),Art History
ARTHIS30,Latin American Art and Architecture: 1492 to the Present,Lower Division (1-99),Art History
ASIANAM151D,Vietnamese American Studies,Upper Division (100-199),Asian American Studies
ASIANAM200B,Contemporary Issues in Asian American Studies,Graduate/Professional Only (200+),Asian American Studies
ASIANAM200D,Introduction to Asian American Studies Research,Graduate/Professional Only (200+),Asian American Studies
BANA201A,Statistics for Data Science,Graduate/Professional Only (200+),Business Analytics
BANA205,Foundations of Marketing,Graduate/Professional Only (200+),Business Analytics
BANA271,Marketing Analytics,Graduate/Professional Only (200+),Business Analytics
BANA290,Special Topics in Business Analytics,Graduate/Professional Only (200+),Business Analytics
BATS210A,Introduction to Clinical Epidemiology,Graduate/Professional Only (200+),Biomedical and Translational Science
ARTHIS44,Image Collision: A Multicultural Approach to Images and Their Users,Lower Division (1-99),Art History
ASIANAM50,Asian American Histories,Lower Division (1-99),Asian American Studies
BANA241,Business Analytics Internship,Graduate/Professional Only (200+),Business Analytics
BANA274,Deep Learning and Applications,Graduate/Professional Only (200+),Business Analytics
BANA277,Customer and Social Analytics,Graduate/Professional Only (200+),Business Analytics
BANA287,The Art and Science of Applied Forecast Modeling,Graduate/Professional Only (200+),Business Analytics
ARTHIS163,"Asian American Art, Contemporary",Upper Division (100-199),Art History
ARTHIS164D,African American Women in Art,Upper Division (100-199),Art History
ARTHIS167,Latin American Art History,Upper Division (100-199),Art History
ARTHIS181,Topics in Museum Studies,Upper Division (100-199),Art History
ARTHIS196,"Ethics, Law, and Art",Upper Division (100-199),Art History
ARTHIS299,Master's Thesis Research,Graduate/Professional Only (200+),Art History
ARTHIS42D,History of Asian Art: Arts of Islam,Lower Division (1-99),Art History
ASIANAM130,Undocumented Immigrant Experiences,Upper Division (100-199),Asian American Studies
ASIANAM144,The Politics of Protest,Upper Division (100-199),Asian American Studies
BANA288,Predictive Analytics,Graduate/Professional Only (200+),Business Analytics
BANA299,Individual Study,Graduate/Professional Only (200+),Business Analytics
BIOCHEM200R,Research in Biological Chemistry for First-Year Students,Graduate/Professional Only (200+),Biological Chemistry
BIOCHEM207,Current Topics in Cancer Genomics,Graduate/Professional Only (200+),Biological Chemistry
BIOSCI193B,Campus as a Living Lab II,Upper Division (100-199),Biological Sciences
BIOSCI190,Transfer Student Seminar,Upper Division (100-199),Biological Sciences
BIOSCI2C,Solutions in Science,Lower Division (1-99),Biological Sciences
BIOSCI43,Media on the Mind,Lower Division (1-99),Biological Sciences
BIOSCI9J,Biology of Oriental Medicine,Lower Division (1-99),Biological Sciences
BIOSCI100,Scientific Writing,Upper Division (100-199),Biological Sciences
BIOSCI75,Human Development: Conception to Birth,Lower Division (1-99),Biological Sciences
BIOSCI198,Directed Group Studies,Upper Division (100-199),Biological Sciences
BIOCHEM292A,Scientific Communication,Graduate/Professional Only (200+),Biological Chemistry
BIOSCI193A,Campus as a Living Lab I,Upper Division (100-199),Biological Sciences
BIOSCI17,Evolutionary Psychology,Lower Division (1-99),Biological Sciences
BIOSCI97,Genetics,Lower Division (1-99),Biological Sciences
BIOSCI101,California Teach 2: Middle School Science and Mathematics Teaching,Upper Division (100-199),Biological Sciences
BIOSCI1A,Life Sciences,Lower Division (1-99),Biological Sciences
BIOSCI4B,Introduction to Field Biology,Lower Division (1-99),Biological Sciences
BIOSCI9K,Global Change Biology,Lower Division (1-99),Biological Sciences
BIOSCI11,Topics in Biological Sciences,Lower Division (1-99),Biological Sciences
BIOSCI194S,Safety and Ethics for Research,Upper Division (100-199),Biological Sciences
BIOSCI197,Special Study in Biological Sciences,Upper Division (100-199),Biological Sciences
BIOSCI9B,Biology and Chemistry of Food and Cooking,Lower Division (1-99),Biological Sciences
BIOSCI199,Independent Study in Biological Sciences Research,Upper Division (100-199),Biological Sciences
BIOSCI2D,EASE Seminar,Lower Division (1-99),Biological Sciences
BIOSCI38,"Mind, Memory, Amnesia, and the Brain",Lower Division (1-99),Biological Sciences
BIOSCI3B,Non-Health Sciences Career Exploration,Lower Division (1-99),Biological Sciences
BIOSCI55,Introduction to Ecology,Lower Division (1-99),Biological Sciences
BIOSCI6,Tropical Biology: Race to Save the Tropics,Lower Division (1-99),Biological Sciences
BIOSCI9E,Horticulture Science,Lower Division (1-99),Biological Sciences
BIOSCI2B,Freshman Seminar,Lower Division (1-99),Biological Sciences
BIOSCI45,AIDS Fundamentals,Lower Division (1-99),Biological Sciences
BIOSCI47,Stress,Lower Division (1-99),Biological Sciences
BIOSCI48,The Mind-Body Connection in the Neuroscience of Well-Being,Lower Division (1-99),Biological Sciences
BIOSCI93,From DNA to Organisms,Lower Division (1-99),Biological Sciences
BIOSCI98,Biochemistry,Lower Division (1-99),Biological Sciences
BIOSCID103,Cell Biology,Upper Division (100-199),Biological Sciences
BIOSCI108,Research Methods,Upper Division (100-199),Biological Sciences
BIOCHEM292C,Scientific Communication,Graduate/Professional Only (200+),Biological Chemistry
BIOSCI191B,Senior Seminar on Global Sustainability II,Upper Division (100-199),Biological Sciences
BIOSCI12,Molecular Basis of Human Disease,Lower Division (1-99),Biological Sciences
BIOSCI199W,Research Writing,Upper Division (100-199),Biological Sciences
BIOSCI2A,Freshman Seminar,Lower Division (1-99),Biological Sciences
BIOSCI2E,Topics and Careers in Ecology and Evolution,Lower Division (1-99),Biological Sciences
BIOSCI46,Discussion and Literature Research in AIDS,Lower Division (1-99),Biological Sciences
BIOSCI23,Sustainable Landscaping: Design and Practices,Lower Division (1-99),Biological Sciences
BIOSCI36,Drugs and the Brain,Lower Division (1-99),Biological Sciences
BIOSCI9G,Physiology of Fitness,Lower Division (1-99),Biological Sciences
BIOSCI10,The Biology of Human Diseases,Lower Division (1-99),Biological Sciences
BIOSCI192,Topics in Biological Sciences Tutoring,Upper Division (100-199),Biological Sciences
BIOCHEM292B,Scientific Communication,Graduate/Professional Only (200+),Biological Chemistry
BIOSCI44,Stem Cells and Brain Repair,Lower Division (1-99),Biological Sciences
BIOSCI191A,Senior Seminar on Global Sustainability I,Upper Division (100-199),Biological Sciences
BIOSCI285,Topics in Allied Health Microbiology,Graduate/Professional Only (200+),Biological Sciences
BIOSCI56,Life Sciencing from Aristotle to Venter,Lower Division (1-99),Biological Sciences
BIOSCI92,Curriculum,Lower Division (1-99),Biological Sciences
BIOSCI94,From Organisms to Ecosystems,Lower Division (1-99),Biological Sciences
BIOSCI9A,Nutrition Science,Lower Division (1-99),Biological Sciences
BIOSCI14,California Teach 1: Introduction to Science and Mathematics Teaching,Lower Division (1-99),Biological Sciences
BIOSCI193C,Campus as a Living Lab III,Upper Division (100-199),Biological Sciences
BIOSCI35,The Brain and Behavior,Lower Division (1-99),Biological Sciences
BIOSCI41,Aspects of Mood Disorder,Lower Division (1-99),Biological Sciences
BIOSCI99,Molecular Biology,Lower Division (1-99),Biological Sciences
BIOSCI191CW,Writing/Senior Seminar on Global Sustainability III,Upper Division (100-199),Biological Sciences
BIOSCI3A,Career Decision Making,Lower Division (1-99),Biological Sciences
BIOSCI25,Biology of Cancer,Lower Division (1-99),Biological Sciences
BIOSCI37,Brain Dysfunction and Repair,Lower Division (1-99),Biological Sciences
BIOSCID133,Advances in Regenerative Medicine,Upper Division (100-199),Biological Sciences
BIOSCID104,Developmental Biology,Upper Division (100-199),Biological Sciences
BIOSCID113,Genetics Majors Seminar,Upper Division (100-199),Biological Sciences
BIOSCID114,Developmental and Cell Biology Majors Seminar,Upper Division (100-199),Biological Sciences
BIOSCIE172,Plant Diversity in a Changing World,Upper Division (100-199),Biological Sciences
BIOSCIE186L,Population and Community Ecology Lab,Upper Division (100-199),Biological Sciences
BIOSCIM131,"Innate Immunity, Infection, and Pathogenesis",Upper Division (100-199),Biological Sciences
BIOSCIM190,Topics in Molecular Biology and Biochemistry,Upper Division (100-199),Biological Sciences
BIOSCIN164,Functional Neuroanatomy,Upper Division (100-199),Biological Sciences
BIOSCID135,Cell Biology of Human Disease,Upper Division (100-199),Biological Sciences
BIOSCIE122,Physiology and Pathology of the Kidney,Upper Division (100-199),Biological Sciences
BIOSCIE127,Physiological Plant Ecology,Upper Division (100-199),Biological Sciences
BIOSCIE133,Environmental Microbiology,Upper Division (100-199),Biological Sciences
BIOSCIE153,Functional and Structural Evolutionary Genomics,Upper Division (100-199),Biological Sciences
BIOSCIE179,Limnology and Freshwater Biology,Upper Division (100-199),Biological Sciences
BIOSCIM137,Microbial Genetics,Upper Division (100-199),Biological Sciences
BIOSCIN151,Neurobiology of Aging,Upper Division (100-199),Biological Sciences
BIOSCID136,Human Anatomy,Upper Division (100-199),Biological Sciences
BIOSCIE109,Human Physiology,Upper Division (100-199),Biological Sciences
BIOSCIH93,Honors From DNA to Organisms,Lower Division (1-99),Biological Sciences
BIOSCIN134,Cognitive Neuroepigenetics,Upper Division (100-199),Biological Sciences
BIOSCIE136,The Physiology of Human Nutrition,Upper Division (100-199),Biological Sciences
BIOSCIE142W,Writing/Philosophy of Biology,Upper Division (100-199),Biological Sciences
BIOSCIE145,Animal Coloration and Vision,Upper Division (100-199),Biological Sciences
BIOSCIE155,Physiology in Extreme Environments,Upper Division (100-199),Biological Sciences
BIOSCIE160L,Biology of Birds Lab,Upper Division (100-199),Biological Sciences
BIOSCIH90,The Idiom and Practice of Science,Lower Division (1-99),Biological Sciences
BIOSCIM121L,Advanced Immunology Laboratory,Upper Division (100-199),Biological Sciences
BIOSCIM143,Human Parasitology,Upper Division (100-199),Biological Sciences
BIOSCIM160,Structure-Function Relationships of Integral Membrane Proteins,Upper Division (100-199),Biological Sciences
BIOSCIN120C,Human Biology III,Upper Division (100-199),Biological Sciences
BIOSCIN121,Drug Addiction,Upper Division (100-199),Biological Sciences
BIOSCIN147,Hearing and the Brain,Upper Division (100-199),Biological Sciences
